sno,date,time,state/unionterritory,confirmedindiannational,confirmedforeignnational,cured,deaths,confirmed
3,2020-01-02,6:00 PM,Kerala,2,0,0,0,2
32,2020-01-03,6:00 PM,Kerala,3,0,0,0,3
557,2020-01-04,7:30 PM,Uttar Pradesh,-,-,14,2,103
556,2020-01-04,7:30 PM,Uttarakhand,-,-,2,0,7
555,2020-01-04,7:30 PM,Telengana,-,-,1,3,96
554,2020-01-04,7:30 PM,Tamil Nadu,-,-,6,1,234
553,2020-01-04,7:30 PM,Rajasthan,-,-,3,0,93
552,2020-01-04,7:30 PM,Punjab,-,-,1,3,42
551,2020-01-04,7:30 PM,Puducherry,-,-,1,0,3
550,2020-01-04,7:30 PM,Odisha,-,-,0,0,4
549,2020-01-04,7:30 PM,Mizoram,-,-,0,0,1
548,2020-01-04,7:30 PM,Manipur,-,-,0,0,1
547,2020-01-04,7:30 PM,Maharashtra,-,-,39,9,302
546,2020-01-04,7:30 PM,Madhya Pradesh,-,-,0,3,66
545,2020-01-04,7:30 PM,Ladakh,-,-,3,0,13
531,2020-01-04,7:30 PM,Andaman and Nicobar Islands,-,-,0,0,10
543,2020-01-04,7:30 PM,Karnataka,-,-,8,3,101
542,2020-01-04,7:30 PM,Jharkhand,-,-,0,0,1
541,2020-01-04,7:30 PM,Jammu and Kashmir,-,-,2,2,62
540,2020-01-04,7:30 PM,Himachal Pradesh,-,-,0,1,3
539,2020-01-04,7:30 PM,Haryana,-,-,21,0,43
538,2020-01-04,7:30 PM,Gujarat,-,-,5,6,82
537,2020-01-04,7:30 PM,Goa,-,-,0,0,5
536,2020-01-04,7:30 PM,Delhi,-,-,6,2,152
535,2020-01-04,7:30 PM,Chhattisgarh,-,-,2,0,9
534,2020-01-04,7:30 PM,Chandigarh,-,-,0,0,16
533,2020-01-04,7:30 PM,Bihar,-,-,0,1,23
532,2020-01-04,7:30 PM,Assam,-,-,0,0,1
530,2020-01-04,7:30 PM,Andhra Pradesh,-,-,1,0,83
558,2020-01-04,7:30 PM,West Bengal,-,-,6,3,37
544,2020-01-04,7:30 PM,Kerala,-,-,23,2,241
1,2020-01-30,6:00 PM,Kerala,1,0,0,0,1
2,2020-01-31,6:00 PM,Kerala,1,0,0,0,1
4,2020-02-02,6:00 PM,Kerala,3,0,0,0,3
33,2020-02-03,6:00 PM,Telengana,1,0,0,0,1
34,2020-02-03,6:00 PM,Kerala,3,0,0,0,3
35,2020-02-03,6:00 PM,Delhi,1,0,0,0,1
574,2020-02-04,6:00 PM,Ladakh,-,-,3,0,13
575,2020-02-04,6:00 PM,Madhya Pradesh,-,-,0,6,99
576,2020-02-04,6:00 PM,Maharashtra,-,-,42,13,335
577,2020-02-04,6:00 PM,Manipur,-,-,0,0,1
578,2020-02-04,6:00 PM,Mizoram,-,-,0,0,1
580,2020-02-04,6:00 PM,Puducherry,-,-,1,0,3
573,2020-02-04,6:00 PM,Kerala,-,-,25,2,265
581,2020-02-04,6:00 PM,Punjab,-,-,1,4,46
582,2020-02-04,6:00 PM,Rajasthan,-,-,3,0,108
583,2020-02-04,6:00 PM,Tamil Nadu,-,-,6,1,234
579,2020-02-04,6:00 PM,Odisha,-,-,0,0,4
572,2020-02-04,6:00 PM,Karnataka,-,-,9,3,110
569,2020-02-04,6:00 PM,Himachal Pradesh,-,-,1,1,3
584,2020-02-04,6:00 PM,Telengana,-,-,1,3,107
568,2020-02-04,6:00 PM,Haryana,-,-,21,0,43
567,2020-02-04,6:00 PM,Gujarat,-,-,8,7,87
566,2020-02-04,6:00 PM,Goa,-,-,0,0,5
565,2020-02-04,6:00 PM,Delhi,-,-,8,4,219
564,2020-02-04,6:00 PM,Chhattisgarh,-,-,2,0,9
563,2020-02-04,6:00 PM,Chandigarh,-,-,0,0,16
562,2020-02-04,6:00 PM,Bihar,-,-,0,1,24
561,2020-02-04,6:00 PM,Assam,-,-,0,0,5
560,2020-02-04,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10
559,2020-02-04,6:00 PM,Andhra Pradesh,-,-,1,1,86
571,2020-02-04,6:00 PM,Jharkhand,-,-,0,0,1
585,2020-02-04,6:00 PM,Uttarakhand,-,-,2,0,7
570,2020-02-04,6:00 PM,Jammu and Kashmir,-,-,2,2,62
587,2020-02-04,6:00 PM,West Bengal,-,-,6,3,53
586,2020-02-04,6:00 PM,Uttar Pradesh,-,-,14,2,113
15,2020-02-13,6:00 PM,Kerala,3,0,0,0,3
16,2020-02-14,6:00 PM,Kerala,3,0,0,0,3
17,2020-02-15,6:00 PM,Kerala,3,0,0,0,3
18,2020-02-16,6:00 PM,Kerala,3,0,0,0,3
19,2020-02-17,6:00 PM,Kerala,3,0,0,0,3
20,2020-02-18,6:00 PM,Kerala,3,0,0,0,3
21,2020-02-19,6:00 PM,Kerala,3,0,0,0,3
22,2020-02-20,6:00 PM,Kerala,3,0,0,0,3
23,2020-02-21,6:00 PM,Kerala,3,0,0,0,3
24,2020-02-22,6:00 PM,Kerala,3,0,0,0,3
25,2020-02-23,6:00 PM,Kerala,3,0,0,0,3
26,2020-02-24,6:00 PM,Kerala,3,0,0,0,3
27,2020-02-25,6:00 PM,Kerala,3,0,0,0,3
28,2020-02-26,6:00 PM,Kerala,3,0,0,0,3
29,2020-02-27,6:00 PM,Kerala,3,0,0,0,3
30,2020-02-28,6:00 PM,Kerala,3,0,0,0,3
31,2020-02-29,6:00 PM,Kerala,3,0,0,0,3
5,2020-03-02,6:00 PM,Kerala,3,0,0,0,3
38,2020-03-03,6:00 PM,Kerala,3,0,3,0,3
36,2020-03-03,6:00 PM,Telengana,1,0,0,0,1
37,2020-03-03,6:00 PM,Rajasthan,0,1,0,0,1
39,2020-03-03,6:00 PM,Delhi,1,0,0,0,1
589,2020-03-04,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10
588,2020-03-04,6:00 PM,Andhra Pradesh,-,-,1,1,132
610,2020-03-04,6:00 PM,Puducherry,-,-,1,0,5
611,2020-03-04,6:00 PM,Punjab,-,-,1,5,48
612,2020-03-04,6:00 PM,Rajasthan,-,-,3,0,167
592,2020-03-04,6:00 PM,Bihar,-,-,0,1,29
613,2020-03-04,6:00 PM,Tamil Nadu,-,-,6,1,309
614,2020-03-04,6:00 PM,Telengana,-,-,1,7,158
615,2020-03-04,6:00 PM,Uttarakhand,-,-,2,0,10
616,2020-03-04,6:00 PM,Uttar Pradesh,-,-,14,2,172
617,2020-03-04,6:00 PM,West Bengal,-,-,3,3,63
618,2020-03-04,6:00 PM,Unassigned,-,-,0,0,77
590,2020-03-04,6:00 PM,Arunachal Pradesh,-,-,0,0,1
591,2020-03-04,6:00 PM,Assam,-,-,0,0,16
594,2020-03-04,6:00 PM,Chhattisgarh,-,-,3,0,9
593,2020-03-04,6:00 PM,Chandigarh,-,-,0,0,18
601,2020-03-04,6:00 PM,Jharkhand,-,-,0,0,2
602,2020-03-04,6:00 PM,Karnataka,-,-,10,3,124
603,2020-03-04,6:00 PM,Kerala,-,-,27,2,286
604,2020-03-04,6:00 PM,Ladakh,-,-,3,0,14
605,2020-03-04,6:00 PM,Madhya Pradesh,-,-,0,6,104
606,2020-03-04,6:00 PM,Maharashtra,-,-,42,16,335
600,2020-03-04,6:00 PM,Jammu and Kashmir,-,-,3,2,75
607,2020-03-04,6:00 PM,Manipur,-,-,0,0,2
609,2020-03-04,6:00 PM,Odisha,-,-,0,0,5
599,2020-03-04,6:00 PM,Himachal Pradesh,-,-,1,1,6
598,2020-03-04,6:00 PM,Haryana,-,-,24,0,49
597,2020-03-04,6:00 PM,Gujarat,-,-,10,8,95
596,2020-03-04,6:00 PM,Goa,-,-,0,0,6
595,2020-03-04,6:00 PM,Delhi,-,-,8,4,219
608,2020-03-04,6:00 PM,Mizoram,-,-,0,0,1
130,2020-03-13,6:00 PM,Tamil Nadu,1,0,0,0,1
131,2020-03-13,6:00 PM,Jammu and Kashmir,1,0,0,0,1
129,2020-03-13,6:00 PM,Ladakh,3,0,0,0,3
133,2020-03-13,6:00 PM,Karnataka,6,0,0,1,6
135,2020-03-13,6:00 PM,Andhra Pradesh,1,0,0,0,1
132,2020-03-13,6:00 PM,Punjab,1,0,0,0,1
128,2020-03-13,6:00 PM,Uttar Pradesh,10,1,0,0,11
134,2020-03-13,6:00 PM,Maharashtra,14,0,0,0,14
126,2020-03-13,6:00 PM,Rajasthan,1,2,0,0,3
125,2020-03-13,6:00 PM,Kerala,19,0,3,0,19
124,2020-03-13,6:00 PM,Haryana,0,14,0,0,14
123,2020-03-13,6:00 PM,Delhi,6,0,0,0,6
127,2020-03-13,6:00 PM,Telengana,1,0,0,0,1
148,2020-03-14,6:00 PM,Andhra Pradesh,1,0,0,0,1
147,2020-03-14,6:00 PM,Maharashtra,14,0,0,0,14
146,2020-03-14,6:00 PM,Karnataka,6,0,0,1,6
145,2020-03-14,6:00 PM,Punjab,1,0,0,0,1
144,2020-03-14,6:00 PM,Jammu and Kashmir,2,0,0,0,2
143,2020-03-14,6:00 PM,Tamil Nadu,1,0,0,0,1
142,2020-03-14,6:00 PM,Ladakh,3,0,0,0,3
141,2020-03-14,6:00 PM,Uttar Pradesh,11,1,5,0,12
140,2020-03-14,6:00 PM,Telengana,1,0,0,0,1
138,2020-03-14,6:00 PM,Kerala,19,0,3,0,19
137,2020-03-14,6:00 PM,Haryana,0,14,0,0,14
136,2020-03-14,6:00 PM,Delhi,7,0,1,1,7
139,2020-03-14,6:00 PM,Rajasthan,1,2,1,0,3
159,2020-03-15,6:00 PM,Jammu and Kashmir,2,0,0,0,2
160,2020-03-15,6:00 PM,Ladakh,3,0,0,0,3
161,2020-03-15,6:00 PM,Uttar Pradesh,12,1,4,0,13
162,2020-03-15,6:00 PM,Uttarakhand,1,0,0,0,1
158,2020-03-15,6:00 PM,Telengana,3,0,1,0,3
157,2020-03-15,6:00 PM,Tamil Nadu,1,0,0,0,1
156,2020-03-15,6:00 PM,Rajasthan,2,2,3,0,4
154,2020-03-15,6:00 PM,Maharashtra,32,0,0,0,32
155,2020-03-15,6:00 PM,Punjab,1,0,0,0,1
152,2020-03-15,6:00 PM,Karnataka,6,0,0,1,6
151,2020-03-15,6:00 PM,Haryana,0,14,0,0,14
150,2020-03-15,6:00 PM,Delhi,7,0,2,1,7
149,2020-03-15,6:00 PM,Andhra Pradesh,1,0,0,0,1
153,2020-03-15,6:00 PM,Kerala,22,0,3,0,22
177,2020-03-16,6:00 PM,Uttarakhand,1,0,0,0,1
176,2020-03-16,6:00 PM,Uttar Pradesh,12,1,4,0,13
175,2020-03-16,6:00 PM,Ladakh,4,0,0,0,4
174,2020-03-16,6:00 PM,Jammu and Kashmir,3,0,0,0,3
173,2020-03-16,6:00 PM,Telengana,3,0,1,0,3
172,2020-03-16,6:00 PM,Tamil Nadu,1,0,0,0,1
171,2020-03-16,6:00 PM,Rajasthan,2,2,3,0,4
170,2020-03-16,6:00 PM,Punjab,1,0,0,0,1
169,2020-03-16,6:00 PM,Odisha,1,0,0,0,1
167,2020-03-16,6:00 PM,Kerala,23,0,3,0,23
166,2020-03-16,6:00 PM,Karnataka,6,0,0,1,6
165,2020-03-16,6:00 PM,Haryana,0,14,0,0,14
164,2020-03-16,6:00 PM,Delhi,7,0,2,1,7
163,2020-03-16,6:00 PM,Andhra Pradesh,1,0,0,0,1
168,2020-03-16,6:00 PM,Maharashtra,32,0,0,0,32
192,2020-03-17,6:00 PM,Uttarakhand,1,0,0,0,1
191,2020-03-17,6:00 PM,Uttar Pradesh,14,1,5,0,15
190,2020-03-17,6:00 PM,Ladakh,6,0,0,0,6
189,2020-03-17,6:00 PM,Jammu and Kashmir,3,0,0,0,3
188,2020-03-17,6:00 PM,Telengana,3,2,1,0,5
187,2020-03-17,6:00 PM,Tamil Nadu,1,0,0,0,1
186,2020-03-17,6:00 PM,Rajasthan,2,2,3,0,4
185,2020-03-17,6:00 PM,Punjab,1,0,0,0,1
184,2020-03-17,6:00 PM,Odisha,1,0,0,0,1
182,2020-03-17,6:00 PM,Kerala,24,2,3,0,26
181,2020-03-17,6:00 PM,Karnataka,11,0,0,1,11
180,2020-03-17,6:00 PM,Haryana,1,14,0,0,15
179,2020-03-17,6:00 PM,Delhi,8,0,2,1,8
178,2020-03-17,6:00 PM,Andhra Pradesh,1,0,0,0,1
183,2020-03-17,6:00 PM,Maharashtra,36,3,0,1,39
209,2020-03-18,6:00 PM,West Bengal,1,0,0,0,1
208,2020-03-18,6:00 PM,Uttarakhand,1,0,0,0,1
207,2020-03-18,6:00 PM,Uttar Pradesh,15,1,5,0,16
206,2020-03-18,6:00 PM,Ladakh,8,0,0,0,8
